,image_name,path_to_image_dir,path_to_model,label_filename,path_to_label_dir,path_to_saved_model,image_size,scale,detection_boxes,detection_classes,raw_detection_scores,detection_multiclass_scores,raw_detection_boxes,detection_anchor_indices,detection_scores
51,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.11615063 0.7593062  0.14143617 0.7866832 ],2,[8.0129045e-01 1.5899933e-04 1.9855051e-01],[9.4538283e-01 6.7173729e-05 5.4550000e-02],[0.7329439 0.4738156 0.7558893 0.496618 ],80.0,0.05455
52,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.11175101 0.8248763  0.13201715 0.84565556],2,[8.95750284e-01 1.76039157e-05 1.04232155e-01],[9.4766945e-01 2.4913816e-04 5.2081451e-02],[0.10119009 0.8088166  0.12097777 0.8306151 ],40.0,0.05208145
53,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.12195926 0.8060984  0.14025545 0.8255028 ],2,[9.7213292e-01 7.5127732e-06 2.7859585e-02],[9.5224661e-01 2.0877940e-05 4.7732525e-02],[0.6776235 0.5388367 0.6934986 0.5563078],16.0,0.047732525
54,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.6978847  0.5425617  0.71154    0.55649585],2,[9.9830580e-01 7.4528330e-08 1.6940295e-03],[9.5439911e-01 3.8737926e-04 4.5213513e-02],[0.13215567 0.81748974 0.14923544 0.83502734],77.0,0.045213513
55,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.6374804  0.46719122 0.65572715 0.48648798],2,[9.8817295e-01 2.8403940e-06 1.1824208e-02],[9.5560789e-01 2.3702269e-05 4.4368420e-02],[0.6490211 0.4733272 0.6638718 0.4899061],176.0,0.04436842
56,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.6725807  0.52892053 0.6891414  0.5461056 ],2,[9.9997938e-01 4.2077936e-06 1.6436627e-05],[9.6402752e-01 1.8915673e-05 3.5953492e-02],[0.00135888 0.03943004 0.00445335 0.07277146],180.0,0.035953492
57,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.22842588 0.08588257 0.25089243 0.10768356],1,[0.93260175 0.06264554 0.00475277],[9.6690160e-01 3.3048090e-02 5.0332208e-05],[0.69973254 0.5539481  0.717391   0.57178885],286.0,0.03304809
58,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.1292722  0.8277338  0.14876121 0.8468017 ],2,[9.5617706e-01 1.5908494e-05 4.3806963e-02],[9.6750826e-01 2.7994802e-05 3.2463688e-02],[0.0993129  0.76850873 0.12192146 0.79481095],208.0,0.03246369
59,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.15875028 0.95857507 0.1768815  0.9772771 ],2,[9.8259819e-01 1.0153231e-05 1.7391564e-02],[0.95585096 0.01353568 0.03061338],[0.67876244 0.52434266 0.69309556 0.53968465],194.0,0.030613376
60,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.7172616  0.40037417 0.73930424 0.4240802 ],2,[0.67967737 0.00233753 0.3179851 ],[9.6974641e-01 7.7438221e-05 3.0176176e-02],[0.7146176  0.5214478  0.73214674 0.5382261 ],76.0,0.030176176
61,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.74029493 0.38694555 0.7612256  0.41210568],2,[8.4442937e-01 5.9598649e-04 1.5497461e-01],[9.7021806e-01 1.4430282e-04 2.9637603e-02],[0.7257077  0.43096    0.74489385 0.45161378],92.0,0.029637603
62,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.6776235 0.5388367 0.6934986 0.5563078],2,[9.9898356e-01 8.0108902e-07 1.0156335e-03],[9.7213292e-01 7.5127732e-06 2.7859585e-02],[0.10108606 0.7102105  0.12522551 0.73701507],85.0,0.027859585
63,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.647527  0.4886939 0.662815  0.5044581],2,[0.7663403  0.23182142 0.0018382 ],[9.7212040e-01 3.7836155e-05 2.7841829e-02],[0.7581442  0.47115666 0.7787408  0.4921    ],190.0,0.027841829
64,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.22328095 0.9420296  0.2428862  0.9633244 ],2,[0.6279211  0.00108889 0.37098992],[9.7284138e-01 8.6857166e-05 2.7071690e-02],[0.08713293 0.7941566  0.1096663  0.81524414],221.0,0.02707169
65,20000X_0043,input/images/20000X_0043.jpeg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4095, 4091]",1.7654,[0.00215256 0.0082274  0.00902644 0.02979738],2,[9.9066752e-01 1.1334745e-05 9.3211513e-03],[9.7371113e-01 7.0691563e-04 2.5581976e-02],[0.65881556 0.46080026 0.6755834  0.47826782],12.0,0.025581976
66,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.4823342  0.36379185 0.5069569  0.38671908],1,[1.12719536e-01 6.49194641e-04 8.86631250e-01],[5.6264244e-02 9.4320357e-01 5.3215557e-04],[0.01747577 0.542161   0.04190958 0.569034  ],54.0,0.94320357
67,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.39054623 0.40065363 0.41249093 0.4232066 ],1,[3.6099330e-01 5.4961775e-04 6.3845706e-01],[0.0803442  0.9182796  0.00137619],[0.01609533 0.51104146 0.04129763 0.5405913 ],70.0,0.9182796
68,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.06093126 0.5954826  0.08864902 0.6251569 ],2,[0.29170364 0.00389514 0.70440125],[9.1333658e-02 6.3271826e-04 9.0803361e-01],[0.69509584 0.68189335 0.71815294 0.7075248 ],78.0,0.9080336
69,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.44544864 0.37756738 0.46484995 0.39650825],1,[0.24241132 0.00250971 0.755079  ],[1.1158814e-01 8.8797438e-01 4.3754693e-04],[0.6044174  0.548455   0.6272581  0.57270074],41.0,0.8879744
70,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.01747577 0.542161   0.04190958 0.569034  ],2,[0.57384294 0.00513101 0.421026  ],[1.12719536e-01 6.49194641e-04 8.86631250e-01],[0.02478252 0.476583   0.04930279 0.5033548 ],0.0,0.88663125
71,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.46293396 0.42772475 0.48551494 0.45158187],1,[0.1663829  0.8308857  0.00273135],[0.13473502 0.86385584 0.00140902],[0.39054093 0.40188128 0.4117585  0.42523003],134.0,0.86385584
72,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.4709232  0.44919467 0.49229342 0.47031397],1,[9.70152497e-01 1.05668594e-04 2.97418237e-02],[0.13671017 0.8602196  0.00307021],[0.15040727 0.8743349  0.17357014 0.89935476],35.0,0.8602196
73,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.05661798 0.4766449  0.08516859 0.5034707 ],2,[0.21514809 0.782094   0.00275788],[1.5377490e-01 3.9776016e-04 8.4582740e-01],[0.42649543 0.3812068  0.44397056 0.39818227],60.0,0.8458274
74,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.03350311 0.4512635  0.0582239  0.47504044],2,[0.3272241  0.00077911 0.67199683],[0.1545304  0.00360112 0.84186846],[0.         0.59112346 0.02782261 0.6228272 ],12.0,0.84186846
75,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.4639207  0.35109952 0.48457104 0.37183872],1,[8.89018536e-01 3.22918291e-04 1.10658556e-01],[0.15813717 0.8401544  0.00170848],[0.47837746 0.00929682 0.49863648 0.03199952],33.0,0.8401544
76,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.90164125 0.8496777  0.9268291  0.8790264 ],2,[1.6874112e-01 4.2888723e-04 8.3082998e-01],[0.15999179 0.00397603 0.83603215],[0.8623507  0.8477908  0.8941684  0.88246673],20.0,0.83603215
77,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.8623507  0.8477908  0.8941684  0.88246673],2,[0.7469547  0.00121193 0.25183344],[1.6874112e-01 4.2888723e-04 8.3082998e-01],[0.13189912 0.7779369  0.15698844 0.803253  ],10.0,0.83083
78,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.49402133 0.40855643 0.5147656  0.4294642 ],1,[0.1545304  0.00360112 0.84186846],[0.17009637 0.8284538  0.00144984],[0.03350311 0.4512635  0.0582239  0.47504044],50.0,0.8284538
79,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.38323808 0.3656755  0.40184253 0.38541472],1,[0.23719896 0.75988215 0.00291889],[0.18332788 0.8150141  0.001658  ],[0.48026717 0.3952747  0.4964494  0.4126262 ],23.0,0.8150141
80,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.48784503 0.45774934 0.50919145 0.47689673],1,[9.4514245e-01 4.2234446e-04 5.4435112e-02],[0.18880484 0.8053954  0.00579969],[0.02726737 0.483544   0.05326296 0.5094526 ],29.0,0.8053954
81,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.4812889  0.3986331  0.49703002 0.41557357],1,[0.25127283 0.74326205 0.00546512],[0.20396906 0.79434276 0.00168816],[0.47328317 0.45099235 0.49225718 0.4695853 ],18.0,0.79434276
82,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.42649543 0.3812068  0.44397056 0.39818227],1,[9.1190284e-01 6.1369275e-05 8.8035733e-02],[0.21514809 0.782094   0.00275788],[0.33619055 0.2352549  0.35321137 0.25310928],7.0,0.782094
83,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.7964582 0.8037372 0.8241752 0.8325595],2,[0.20396906 0.79434276 0.00168816],[0.23317917 0.00118063 0.7656402 ],[0.4812889  0.3986331  0.49703002 0.41557357],85.0,0.7656402
84,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.6044174  0.548455   0.6272581  0.57270074],2,[9.9374276e-01 1.9032469e-06 6.2553170e-03],[0.24241132 0.00250971 0.755079  ],[0.4960398  0.01722006 0.51613444 0.03702845],3.0,0.755079
85,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.3759281  0.7586932  0.39701903 0.7822548 ],2,[0.15999179 0.00397603 0.83603215],[0.25732678 0.00109005 0.74158317],[0.90164125 0.8496777  0.9268291  0.8790264 ],102.0,0.74158317
86,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.41519243 0.4173966  0.4357409  0.43912792],1,[8.6716074e-01 5.6318246e-04 1.3227603e-01],[0.2796641  0.71280175 0.00753421],[0.83935606 0.8387773  0.865546   0.867893  ],113.0,0.71280175
87,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.00171018 0.48884702 0.02499409 0.517038  ],2,[0.38719243 0.00424838 0.60855925],[0.29047272 0.00085258 0.7086747 ],[0.69969136 0.73749226 0.72132057 0.7607139 ],145.0,0.7086747
88,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.69509584 0.68189335 0.71815294 0.7075248 ],2,[0.18332788 0.8150141  0.001658  ],[0.29170364 0.00389514 0.70440125],[0.38323808 0.3656755  0.40184253 0.38541472],2.0,0.70440125
89,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.08913404 0.44721946 0.1074615  0.46607098],1,[0.29015997 0.70699686 0.00284322],[0.31579193 0.68143624 0.00277187],[0.46506268 0.42683432 0.48677534 0.4500092 ],83.0,0.68143624
90,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.         0.59112346 0.02782261 0.6228272 ],2,[8.5548770e-01 5.1160506e-04 1.4400066e-01],[0.3272241  0.00077911 0.67199683],[0.10079177 0.48374885 0.12232028 0.5064025 ],8.0,0.67199683
91,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.01609533 0.51104146 0.04129763 0.5405913 ],2,[0.32338148 0.00094446 0.675674  ],[3.6099330e-01 5.4961775e-04 6.3845706e-01],[0.7961126  0.80193996 0.8244986  0.8295052 ],1.0,0.63845706
92,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.48894507 0.06423344 0.5120842  0.09139682],2,[0.69874275 0.00855109 0.2927062 ],[0.36593083 0.00229657 0.63177264],[0.00950865 0.46301377 0.02964306 0.48613203],171.0,0.63177264
93,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.42877972 0.3576465  0.44609523 0.37479225],1,[8.1546026e-01 7.2985305e-04 1.8380983e-01],[0.37286773 0.6220967  0.00503549],[0.09385885 0.5700524  0.12046441 0.5985874 ],172.0,0.6220967
94,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.5869612  0.475163   0.60930485 0.49758813],2,[9.9898237e-01 4.8462407e-08 1.0176387e-03],[0.38133684 0.00399015 0.614673  ],[0.5104411  0.02325165 0.528884   0.04085046],65.0,0.614673
95,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.69969136 0.73749226 0.72132057 0.7607139 ],2,[9.9979657e-01 3.4295837e-09 2.0345085e-04],[0.38719243 0.00424838 0.60855925],[0.5379831  0.01637622 0.55936676 0.03880582],22.0,0.60855925
96,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.575861   0.5258843  0.5953033  0.54583216],2,[8.0980414e-01 3.6982956e-04 1.8982600e-01],[4.2699048e-01 4.2384234e-04 5.7258570e-01],[0.13732277 0.5447789  0.16010483 0.5691009 ],68.0,0.5725857
97,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.26257497 0.2368924  0.28326946 0.25943303],2,[0.15813717 0.8401544  0.00170848],[0.44197506 0.00076125 0.5572637 ],[0.4639207  0.35109952 0.48457104 0.37183872],237.0,0.5572637
98,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.05238374 0.74352056 0.0750801  0.76893824],2,[0.13671017 0.8602196  0.00307021],[0.46200496 0.00160499 0.5363901 ],[0.4709232  0.44919467 0.49229342 0.47031397],187.0,0.5363901
99,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[5.0809700e-04 5.1612437e-01 1.4924926e-02 5.4054487e-01],2,[0.71314514 0.00088047 0.28597435],[0.515236   0.00801161 0.4767524 ],[0.59462273 0.5048995  0.61252785 0.5231247 ],44.0,0.4767524
